instruction,intent,category,tags,response
"I need to notify of inappropiate content, help me",report_inappropiate_content,CONTENT,BCL,"To report inappropriate content on our platform, please adhere to the following guidelines:

1. Access {{WEBSITE_URL}}.
2. Identify the specific content that you wish to report.
3. Click on the {{REPORT_SECTION}} option, which is typically located adjacent to the content (look for the {{FLAG_ICON}} symbol).
4. From the provided menu, select the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} choice.
5. Indicate the reason for your report from the available options.
6. If applicable, enter any supplementary details required and finalize your report submission.

Our dedicated team will assess your report and take appropriate steps in accordance with our community standards."
need to submit a notification of copyright infringement where could i do it,report_copyright_infringement,CONTENT,BCILPQ,"To address a case of copyright infringement, please adhere to the following procedure:

1. Access our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} area.
3. Find and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option.
4. Complete the necessary fields with accurate information regarding the infringement.
5. Submit the completed form for our evaluation.

Upon submission, your report will be thoroughly assessed, and necessary actions will be executed according to our established guidelines."
"I found a case of copyright infringement, I would like to submit a notification it",report_copyright_infringement,CONTENT,BCLP,"To initiate a copyright infringement report, please adhere to the following guidelines:

1. Navigate to our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} page.
3. Find and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option available there.
4. Complete the form with all necessary information, detailing the infringement in question.
5. Once filled, submit the form for evaluation by our team.

Your submission will be carefully assessed, and we will take the necessary action per our established policies."
"I would like to notify of inappropiate content , I need assistance",report_inappropiate_content,CONTENT,BCLPZ,"To submit a report regarding inappropriate content, please adhere to the following guidelines:

1. Access our official website at {{WEBSITE_URL}}.
2. Go to the {{CONTENT_REPORTING_SECTION}} section.
3. Select the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} option from the provided list.
4. Complete the necessary fields, detailing the nature of the inappropriate content.
5. Submit the report for our team's consideration.

Your submission will be reviewed diligently, and necessary measures will be implemented in accordance with our established protocols."
i found a case of inappropiate content could ya help me notifying it,report_inappropiate_content,CONTENT,BCILPQ,"To report inappropriate content on our platform, please follow these steps:

1. Visit {{WEBSITE_URL}} to begin the process.
2. Identify the specific content that you deem inappropriate.
3. Access the {{REPORT_SECTION}} area, which is typically located near the content and symbolized by a {{FLAG_ICON}}.
4. From the dropdown menu, choose the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} option.
5. Select the reason that best fits the nature of your report from the presented choices.
6. If applicable, provide any extra details needed and submit your report.

Our team will diligently examine the issue raised and act in accordance with our community standards."
how can i notify of copyright violation,report_copyright_infringement,CONTENT,BILQ,"To initiate a report regarding copyright infringement, please adhere to the following process:

1. Access our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} area.
3. Find and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option.
4. Complete the necessary details concerning the infringement claim.
5. Submit the report for evaluation at our end.

Your submission will be assessed, and we will undertake the required measures as per our established protocols."
"I want to submit a notification of copyright violation, can you help me?",report_copyright_infringement,CONTENT,BCIL,"To report a case of copyright infringement, please adhere to the following steps:

1. Access our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} area.
3. Find and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option.
4. Complete the necessary fields with accurate information regarding the infringement.
5. Submit the completed form for our evaluation.

Upon submission, your report will be thoroughly assessed, and necessary actions will be executed according to our established guidelines."
"I'd like to notify of edxplicit content, help me",report_inappropiate_content,CONTENT,BCLPZ,"To report any content that you find inappropriate on our platform, please adhere to the following steps:

1. Visit {{WEBSITE_URL}}.
2. Identify the specific content you wish to report.
3. Click on the {{REPORT_SECTION}} link, typically located adjacent to the content (indicated by a {{FLAG_ICON}}).
4. Choose the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} option available in the drop-down menu.
5. Select the reason that best fits your report from the list provided.
6. If necessary, add any supplementary details required and proceed to submit your report.

Our dedicated team will evaluate your submission and take appropriate measures as outlined in our community standards."
"I got to report fucking copyright viopation, help me",report_copyright_infringement,CONTENT,BCLWZ,"To initiate a report regarding copyright infringement, please adhere to the following guidelines:

1. Access our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} section for detailed information.
3. Find and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option available.
4. Complete the necessary fields, ensuring you include all pertinent details about the infringement.
5. Send the completed form for our team's assessment.

Your submission will be thoroughly reviewed, and we will take appropriate measures according to our established policies."
I'd like to notify fo fucking copyright violation where could i do it,report_copyright_infringement,CONTENT,BCILPQWZ,"To address copyright infringement, please follow the outlined steps below:

1. Access our website by visiting {{WEBSITE_URL}}.
2. Go to the {{COPYRIGHT_SECTION}} section of the site.
3. Find and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option available.
4. Complete the necessary fields with information regarding the infringement.
5. Submit your report for our investigation.

We appreciate your cooperation in this matter. Your report will receive prompt attention, and we will take the appropriate action in accordance with our established policies."
"I got to notify of copyright infringement, how could I do it?",report_copyright_infringement,CONTENT,BCILP,"To address a case of copyright infringement, please adhere to the following steps:

1. Access our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} area.
3. Find and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option.
4. Complete the necessary fields with accurate information regarding the infringement.
5. Submit the completed form for our evaluation.

Upon submission, your report will be thoroughly assessed, and necessary actions will be executed according to our established guidelines."
